distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,factory_id,project_id,date,priority_level
420.17,0.06,0.74,42,0.06,1.0326054776917284,2.52,0.4,6,1,0,2,6.27,F2,P51,2026-04-05,High
874.73,0.06,0.74,49,0.08,1.0114959351316115,3.92,0.4,6,1,0,2,14.139999999999995,F4,P125,2026-04-05,High
571.56,0.06,0.74,31,0.14,1.0103824961233745,4.340000000000001,0.4,6,1,0,0,9.52,F5,P126,2026-04-05,Low
582.44,0.55,0.71,49,0.08,0.9994733864352118,3.92,0.63,0,0,0,1,7.26,F4,P90,2026-04-06,Medium
501.88,0.55,0.71,31,0.14,1.0106011731997966,4.340000000000001,0.63,0,0,0,1,10.13,F5,P154,2026-04-06,Medium
873.39,0.55,0.71,49,0.08,1.0154489557539026,3.92,0.63,0,0,0,1,20.32,F4,P111,2026-04-06,Medium
552.7,0.55,0.71,31,0.14,1.0038966075032143,4.340000000000001,0.63,0,0,0,2,9.19,F5,P15,2026-04-06,High
774.84,0.55,0.71,30,0.17,1.0341314937962378,5.1000000000000005,0.63,0,0,0,1,10.779999999999998,F1,P44,2026-04-06,Medium
291.44,0.55,0.71,42,0.06,1.015321098269785,2.52,0.63,0,0,0,2,6.63,F2,P137,2026-04-06,High
415.07,0.55,0.71,30,0.17,1.0027038110274686,5.1000000000000005,0.63,0,0,0,0,9.89,F1,P74,2026-04-06,Low
477.82,0.55,0.71,31,0.14,1.006077333651891,4.340000000000001,0.63,0,0,0,0,10.010000000000002,F5,P155,2026-04-06,Low
298.85,0.55,0.71,43,0.15,1.001724499957636,6.45,0.63,0,0,0,2,5.760000000000001,F3,P103,2026-04-06,High
269.75,0.55,0.71,42,0.06,1.0200288294929654,2.52,0.63,0,0,0,0,5.73,F2,P175,2026-04-06,Low
282.15,0.55,0.71,30,0.17,1.0325824079243755,5.1000000000000005,0.63,0,0,0,2,4.12,F1,P67,2026-04-06,High
773.58,0.55,0.71,30,0.17,1.0288127708107084,5.1000000000000005,0.63,0,0,0,2,16.970000000000002,F1,P109,2026-04-06,High
290.44,0.55,0.71,43,0.15,1.0405264661954718,6.45,0.63,0,0,0,2,5.68,F3,P102,2026-04-06,High
461.38,0.55,0.71,30,0.17,1.0247599300987091,5.1000000000000005,0.63,0,0,0,2,5.76,F1,P68,2026-04-06,High
432.88,0.55,0.71,43,0.15,0.9994305093527752,6.45,0.63,0,0,0,2,7.940000000000001,F3,P180,2026-04-06,High
346.48,0.55,0.71,42,0.06,1.0272415209025134,2.52,0.63,0,0,0,1,8.120000000000001,F2,P22,2026-04-06,Medium
61.61,0.55,0.71,30,0.17,1.0038061509119347,5.1000000000000005,0.63,0,0,0,2,1.0299999999999998,F1,P160,2026-04-06,High
507.02,0.55,0.71,30,0.17,1.0336590083542765,5.1000000000000005,0.63,0,0,0,0,8.809999999999999,F1,P2,2026-04-06,Low
528.67,0.55,0.71,30,0.17,1.0280447869180571,5.1000000000000005,0.63,0,0,0,1,11.73,F1,P177,2026-04-06,Medium
828.32,0.55,0.71,49,0.08,0.998872587182261,3.92,0.63,0,0,0,2,9.71,F4,P136,2026-04-06,High
76.22,0.55,0.71,31,0.14,1.0143667134802437,4.340000000000001,0.63,0,0,0,2,1.3300000000000003,F5,P188,2026-04-06,High
701.87,0.55,0.71,30,0.17,1.0328227739559055,5.1000000000000005,0.63,0,0,0,1,16.06,F1,P84,2026-04-06,Medium
415.07,0.55,0.71,30,0.17,1.0027038110274686,5.1000000000000005,0.63,0,0,0,0,8.749999999999998,F1,P74,2026-04-06,Low
362.05,0.55,0.71,42,0.06,1.005908802858131,2.52,0.63,0,0,0,1,6.02,F2,P39,2026-04-06,Medium
94.01,0.55,0.71,31,0.14,1.0203845902710391,4.340000000000001,0.63,0,0,0,2,1.13,F5,P4,2026-04-06,High
768.57,0.55,0.71,43,0.15,1.009723790870426,6.45,0.63,0,0,0,1,16.869999999999997,F3,P144,2026-04-06,Medium
202.61,0.55,0.71,49,0.08,1.0010885887462786,3.92,0.63,0,0,0,2,4.0,F4,P54,2026-04-06,High
378.59,0.55,0.71,49,0.08,1.00290090164515,3.92,0.63,0,0,0,1,6.079999999999998,F4,P69,2026-04-06,Medium
476.53,0.55,0.71,30,0.17,1.0312180423779644,5.1000000000000005,0.63,0,0,0,1,6.489999999999998,F1,P127,2026-04-06,Medium
753.82,0.55,0.71,30,0.17,1.0316763355353886,5.1000000000000005,0.63,0,0,0,2,10.5,F1,P49,2026-04-06,High
225.45,0.55,0.71,30,0.17,1.0333677730439292,5.1000000000000005,0.63,0,0,0,0,4.990000000000001,F1,P143,2026-04-06,Low
753.82,0.55,0.71,30,0.17,1.0316763355353886,5.1000000000000005,0.63,0,0,0,2,14.25,F1,P49,2026-04-06,High
752.16,0.55,0.71,43,0.15,0.999967967588728,6.45,0.63,0,0,0,1,9.439999999999998,F3,P184,2026-04-06,Medium
261.24,0.55,0.71,42,0.06,0.9989126562834698,2.52,0.63,0,0,0,2,3.0699999999999994,F2,P97,2026-04-06,High
625.48,0.55,0.71,30,0.17,1.034667348084832,5.1000000000000005,0.63,0,0,0,0,7.93,F1,P86,2026-04-06,Low
146.91,0.55,0.71,31,0.14,1.026310278112209,4.340000000000001,0.63,0,0,0,0,1.88,F5,P99,2026-04-06,Low
94.01,0.55,0.71,31,0.14,1.0203845902710391,4.340000000000001,0.63,0,0,0,2,1.4699999999999998,F5,P4,2026-04-06,High
472.8,0.55,0.71,43,0.15,0.9986943693052938,6.45,0.63,0,0,0,0,11.009999999999998,F3,P179,2026-04-06,Low
772.7,0.55,0.71,31,0.14,1.0149631347776396,4.340000000000001,0.63,0,0,0,1,14.869999999999996,F5,P22,2026-04-06,Medium
702.83,0.55,0.71,31,0.14,1.0244792306008164,4.340000000000001,0.63,0,0,0,2,14.35,F5,P189,2026-04-06,High
482.3,0.55,0.71,49,0.08,0.9983174749674986,3.92,0.63,0,0,0,2,7.56,F4,P47,2026-04-06,High
562.46,0.55,0.71,43,0.15,1.01761944675576,6.45,0.63,0,0,0,1,11.82,F3,P14,2026-04-06,Medium
130.53,0.55,0.71,31,0.14,1.0154795906401293,4.340000000000001,0.63,0,0,0,0,2.79,F5,P25,2026-04-06,Low
622.2,0.55,0.71,49,0.08,1.0214210806030453,3.92,0.63,0,0,0,2,9.72,F4,P1,2026-04-06,High
505.78,0.55,0.71,49,0.08,1.0202027433582137,3.92,0.63,0,0,0,1,9.41,F4,P77,2026-04-06,Medium
236.95,0.55,0.71,42,0.06,1.0340989646210177,2.52,0.63,0,0,0,0,5.449999999999999,F2,P182,2026-04-06,Low
296.96,0.55,0.71,42,0.06,1.022558705861584,2.52,0.63,0,0,0,1,6.23,F2,P14,2026-04-06,Medium
458.15,0.55,0.71,31,0.14,0.9985150954524392,4.340000000000001,0.63,0,0,0,1,7.59,F5,P84,2026-04-06,Medium
519.44,0.55,0.71,30,0.17,1.0017890155810991,5.1000000000000005,0.63,0,0,0,1,7.31,F1,P93,2026-04-06,Medium
42.2,0.55,0.71,30,0.17,1.0276468939174963,5.1000000000000005,0.63,0,0,0,0,0.5699999999999998,F1,P53,2026-04-06,Low
425.37,0.55,0.71,49,0.08,1.0199284627777547,3.92,0.63,0,0,0,0,7.689999999999999,F4,P25,2026-04-06,Low
354.92,0.55,0.71,30,0.17,1.0298719290878302,5.1000000000000005,0.63,0,0,0,2,4.260000000000002,F1,P23,2026-04-06,High
790.88,0.55,0.71,31,0.14,1.0077160412741724,4.340000000000001,0.63,0,0,0,0,10.72,F5,P24,2026-04-06,Low
130.53,0.55,0.71,31,0.14,1.0154795906401293,4.340000000000001,0.63,0,0,0,0,1.7999999999999998,F5,P25,2026-04-06,Low
461.75,0.55,0.71,42,0.06,1.0287843055386037,2.52,0.63,0,0,0,0,10.55,F2,P53,2026-04-06,Low
331.39,0.55,0.71,30,0.17,0.9982508264367728,5.1000000000000005,0.63,0,0,0,1,5.940000000000001,F1,P114,2026-04-06,Medium
463.68,0.55,0.71,43,0.15,0.9984148693381004,6.45,0.63,0,0,0,2,7.899999999999999,F3,P67,2026-04-06,High
681.33,0.55,0.71,49,0.08,0.9985545302889994,3.92,0.63,0,0,0,0,11.84,F4,P175,2026-04-06,Low
720.11,0.55,0.71,49,0.08,1.021568244930617,3.92,0.63,0,0,0,0,14.869999999999996,F4,P8,2026-04-06,Low
637.0,0.97,0.69,30,0.17,1.016054648332492,5.1000000000000005,0.83,1,0,0,2,11.750000000000002,F1,P167,2026-04-07,High
568.29,0.97,0.69,49,0.08,0.9982541493807362,3.92,0.83,1,0,0,1,15.4,F4,P63,2026-04-07,Medium
303.72,0.97,0.69,30,0.17,1.0019076172838142,5.1000000000000005,0.83,1,0,0,1,8.670000000000002,F1,P90,2026-04-07,Medium
419.81,0.97,0.69,30,0.17,1.0316984055558909,5.1000000000000005,0.83,1,0,0,2,7.18,F1,P103,2026-04-07,High
504.69,0.97,0.69,42,0.06,1.036485133598473,2.52,0.83,1,0,0,0,10.19,F2,P98,2026-04-07,Low
768.57,0.97,0.69,43,0.15,1.009723790870426,6.45,0.83,1,0,0,1,18.46,F3,P144,2026-04-07,Medium
263.11,0.97,0.69,43,0.15,1.0337651597322173,6.45,0.83,1,0,0,1,5.44,F3,P90,2026-04-07,Medium
130.24,0.97,0.69,30,0.17,0.9984249171089362,5.1000000000000005,0.83,1,0,0,0,3.78,F1,P21,2026-04-07,Low
398.56,0.97,0.69,42,0.06,1.0119763031485185,2.52,0.83,1,0,0,1,9.689999999999998,F2,P59,2026-04-07,Medium
342.26,0.97,0.69,49,0.08,1.0226048685084124,3.92,0.83,1,0,0,0,8.839999999999998,F4,P158,2026-04-07,Low
682.57,0.97,0.69,30,0.17,1.0337856823201543,5.1000000000000005,0.83,1,0,0,1,17.13,F1,P14,2026-04-07,Medium
568.29,0.97,0.69,49,0.08,0.9982541493807362,3.92,0.83,1,0,0,1,14.16,F4,P63,2026-04-07,Medium
420.07,0.97,0.69,49,0.08,1.022297416351284,3.92,0.83,1,0,0,2,11.829999999999998,F4,P118,2026-04-07,High
380.53,0.97,0.69,43,0.15,1.017587549783265,6.45,0.83,1,0,0,1,8.26,F3,P139,2026-04-07,Medium
75.41,0.97,0.69,43,0.15,1.0092319910251302,6.45,0.83,1,0,0,0,1.78,F3,P9,2026-04-07,Low
666.18,0.97,0.69,43,0.15,1.0055916011920836,6.45,0.83,1,0,0,2,14.150000000000002,F3,P89,2026-04-07,High
243.76,0.97,0.69,31,0.14,1.016868234222472,4.340000000000001,0.83,1,0,0,1,4.19,F5,P184,2026-04-07,Medium
777.43,0.97,0.69,30,0.17,1.035106140513111,5.1000000000000005,0.83,1,0,0,1,21.53,F1,P199,2026-04-07,Medium
350.37,0.97,0.69,49,0.08,1.0030951557259555,3.92,0.83,1,0,0,2,7.99,F4,P51,2026-04-07,High
253.1,0.97,0.69,30,0.17,1.0287229504214308,5.1000000000000005,0.83,1,0,0,0,5.209999999999999,F1,P182,2026-04-07,Low
774.84,0.97,0.69,30,0.17,1.0341314937962378,5.1000000000000005,0.83,1,0,0,1,16.580000000000002,F1,P44,2026-04-07,Medium
361.82,0.97,0.69,43,0.15,1.054520204886546,6.45,0.83,1,0,0,1,8.809999999999999,F3,P142,2026-04-07,Medium
777.43,0.97,0.69,30,0.17,1.035106140513111,5.1000000000000005,0.83,1,0,0,1,14.41,F1,P199,2026-04-07,Medium
480.03,0.97,0.69,42,0.06,1.0225575242787497,2.52,0.83,1,0,0,1,8.95,F2,P113,2026-04-07,Medium
688.08,0.97,0.69,49,0.08,1.021844033914635,3.92,0.83,1,0,0,0,18.74,F4,P66,2026-04-07,Low
253.1,0.97,0.69,30,0.17,1.0287229504214308,5.1000000000000005,0.83,1,0,0,0,5.07,F1,P182,2026-04-07,Low
703.76,0.97,0.69,31,0.14,1.0279634699227476,4.340000000000001,0.83,1,0,0,2,19.35,F5,P197,2026-04-07,High
545.93,0.97,0.69,43,0.15,1.0120412122739713,6.45,0.83,1,0,0,1,13.69,F3,P123,2026-04-07,Medium
403.59,0.97,0.69,42,0.06,1.019104040124583,2.52,0.83,1,0,0,2,7.580000000000002,F2,P49,2026-04-07,High
687.73,0.97,0.69,43,0.15,0.998243983149344,6.45,0.83,1,0,0,0,15.489999999999998,F3,P200,2026-04-07,Low
408.29,0.97,0.69,30,0.17,1.0204432616649293,5.1000000000000005,0.83,1,0,0,1,9.4,F1,P12,2026-04-07,Medium
674.32,0.97,0.69,49,0.08,1.0036305819430542,3.92,0.83,1,0,0,2,15.46,F4,P15,2026-04-07,High
531.54,0.97,0.69,31,0.14,1.0224885014940894,4.340000000000001,0.83,1,0,0,0,10.66,F5,P182,2026-04-07,Low
331.39,0.97,0.69,30,0.17,0.9982508264367728,5.1000000000000005,0.83,1,0,0,1,8.24,F1,P114,2026-04-07,Medium
136.3,0.97,0.69,43,0.15,1.0295624465195878,6.45,0.83,1,0,0,0,3.33,F3,P145,2026-04-07,Low
830.11,0.97,0.69,30,0.17,1.0336955731951467,5.1000000000000005,0.83,1,0,0,0,21.01,F1,P10,2026-04-07,Low
281.96,0.97,0.69,42,0.06,1.0171974020147774,2.52,0.83,1,0,0,2,5.11,F2,P34,2026-04-07,High
350.23,0.97,0.69,42,0.06,1.0010738195249305,2.52,0.83,1,0,0,1,5.710000000000001,F2,P60,2026-04-07,Medium
167.18,0.97,0.69,31,0.14,1.004683493019541,4.340000000000001,0.83,1,0,0,2,3.69,F5,P79,2026-04-07,High
796.02,0.97,0.69,30,0.17,1.02410317202017,5.1000000000000005,0.83,1,0,0,2,21.050000000000004,F1,P96,2026-04-07,High
354.04,0.97,0.69,30,0.17,1.0320401278644082,5.1000000000000005,0.83,1,0,0,0,9.35,F1,P110,2026-04-07,Low
360.13,0.84,0.87,31,0.14,1.0077356096384946,4.340000000000001,0.855,2,0,1,0,7.300000000000001,F5,P2,2026-04-08,Low
456.76,0.84,0.87,42,0.06,1.0292861661938508,2.52,0.855,2,0,1,1,10.500000000000002,F2,P32,2026-04-08,Medium
315.82,0.84,0.87,49,0.08,0.9983600227596596,3.92,0.855,2,0,1,0,7.48,F4,P143,2026-04-08,Low
296.96,0.84,0.87,42,0.06,1.022558705861584,2.52,0.855,2,0,1,1,6.82,F2,P14,2026-04-08,Medium
217.53,0.84,0.87,42,0.06,1.0388406021778245,2.52,0.855,2,0,1,1,3.88,F2,P168,2026-04-08,Medium
657.6,0.84,0.87,31,0.14,1.018607226022633,4.340000000000001,0.855,2,0,1,1,13.689999999999998,F5,P82,2026-04-08,Medium
507.71,0.84,0.87,49,0.08,1.0222392198066732,3.92,0.855,2,0,1,0,13.750000000000002,F4,P148,2026-04-08,Low
69.42,0.84,0.87,43,0.15,1.0210065922670486,6.45,0.855,2,0,1,2,1.65,F3,P31,2026-04-08,High
223.48,0.84,0.87,31,0.14,1.0051354637220182,4.340000000000001,0.855,2,0,1,0,3.960000000000001,F5,P61,2026-04-08,Low
207.63,0.84,0.87,43,0.15,1.0422399818034056,6.45,0.855,2,0,1,2,5.589999999999999,F3,P73,2026-04-08,High
204.86,0.84,0.87,49,0.08,1.0114708222956443,3.92,0.855,2,0,1,1,5.69,F4,P60,2026-04-08,Medium
355.63,0.84,0.87,30,0.17,1.0124920101695063,5.1000000000000005,0.855,2,0,1,1,7.1,F1,P63,2026-04-08,Medium
798.88,0.84,0.87,49,0.08,0.999261134155248,3.92,0.855,2,0,1,2,16.54,F4,P170,2026-04-08,High
380.53,0.84,0.87,43,0.15,1.017587549783265,6.45,0.855,2,0,1,1,9.64,F3,P139,2026-04-08,Medium
663.16,0.84,0.87,31,0.14,1.0186467665582923,4.340000000000001,0.855,2,0,1,0,13.920000000000002,F5,P191,2026-04-08,Low
564.08,0.84,0.87,43,0.15,1.0062826539050589,6.45,0.855,2,0,1,0,17.15,F3,P124,2026-04-08,Low
635.2,0.84,0.87,31,0.14,1.023341511766325,4.340000000000001,0.855,2,0,1,2,17.08,F5,P132,2026-04-08,High
528.67,0.84,0.87,30,0.17,1.0280447869180571,5.1000000000000005,0.855,2,0,1,1,12.8,F1,P177,2026-04-08,Medium
879.0,0.84,0.87,30,0.17,1.0254212517596455,5.1000000000000005,0.855,2,0,1,1,17.02,F1,P129,2026-04-08,Medium
675.19,0.84,0.87,43,0.15,1.0058866863447269,6.45,0.855,2,0,1,2,18.860000000000003,F3,P153,2026-04-08,High
587.23,0.84,0.87,49,0.08,1.0224940234206314,3.92,0.855,2,0,1,2,12.23,F4,P49,2026-04-08,High
219.67,0.84,0.87,49,0.08,1.0173205261819511,3.92,0.855,2,0,1,2,4.049999999999999,F4,P153,2026-04-08,High
426.06,0.84,0.87,31,0.14,1.0042287575341242,4.340000000000001,0.855,2,0,1,0,9.44,F5,P5,2026-04-08,Low
355.63,0.84,0.87,30,0.17,1.0124920101695063,5.1000000000000005,0.855,2,0,1,1,7.449999999999999,F1,P63,2026-04-08,Medium
162.98,0.84,0.87,43,0.15,1.0277595943815367,6.45,0.855,2,0,1,0,4.67,F3,P112,2026-04-08,Low
351.58,0.84,0.87,42,0.06,1.0185991480788077,2.52,0.855,2,0,1,2,10.470000000000002,F2,P135,2026-04-08,High
255.09,0.84,0.87,42,0.06,1.0168520440273467,2.52,0.855,2,0,1,1,6.920000000000001,F2,P174,2026-04-08,Medium
344.87,0.84,0.87,42,0.06,0.999339480938494,2.52,0.855,2,0,1,1,7.83,F2,P177,2026-04-08,Medium
289.92,0.84,0.87,31,0.14,1.0240871525793456,4.340000000000001,0.855,2,0,1,2,6.67,F5,P97,2026-04-08,High
461.57,0.84,0.87,43,0.15,1.0014966100963285,6.45,0.855,2,0,1,0,10.75,F3,P101,2026-04-08,Low
650.09,0.84,0.87,30,0.17,1.032379059345949,5.1000000000000005,0.855,2,0,1,1,14.38,F1,P77,2026-04-08,Medium
394.4,0.84,0.87,43,0.15,1.0103209611996238,6.45,0.855,2,0,1,0,6.68,F3,P119,2026-04-08,Low
861.77,0.84,0.87,30,0.17,1.0348393542162115,5.1000000000000005,0.855,2,0,1,0,18.11,F1,P156,2026-04-08,Low
130.53,0.84,0.87,31,0.14,1.0154795906401293,4.340000000000001,0.855,2,0,1,0,3.33,F5,P25,2026-04-08,Low
342.16,0.84,0.87,49,0.08,0.998735610610455,3.92,0.855,2,0,1,1,10.23,F4,P134,2026-04-08,Medium
548.34,0.84,0.87,30,0.17,0.9997247933695976,5.1000000000000005,0.855,2,0,1,2,15.38,F1,P136,2026-04-08,High
647.62,0.84,0.87,30,0.17,1.0210086452917937,5.1000000000000005,0.855,2,0,1,1,10.9,F1,P138,2026-04-08,Medium
60.42,0.84,0.87,43,0.15,1.0276891548974072,6.45,0.855,2,0,1,0,1.4800000000000002,F3,P175,2026-04-08,Low
628.72,0.84,0.43,43,0.15,1.0240331207342126,6.45,0.635,3,0,1,0,10.94,F3,P61,2026-04-09,Low
632.82,0.84,0.43,31,0.14,1.0267575353860985,4.340000000000001,0.635,3,0,1,0,14.739999999999998,F5,P42,2026-04-09,Low
296.96,0.84,0.43,42,0.06,1.022558705861584,2.52,0.635,3,0,1,1,4.140000000000001,F2,P14,2026-04-09,Medium
46.06,0.84,0.43,43,0.15,1.0103821386519718,6.45,0.635,3,0,1,1,0.8999999999999999,F3,P174,2026-04-09,Medium
780.71,0.84,0.43,31,0.14,1.0098959099209128,4.340000000000001,0.635,3,0,1,2,13.150000000000002,F5,P31,2026-04-09,High
186.63,0.84,0.43,42,0.06,1.0405729441511988,2.52,0.635,3,0,1,0,2.2300000000000004,F2,P190,2026-04-09,Low
186.63,0.84,0.43,42,0.06,1.0405729441511988,2.52,0.635,3,0,1,0,3.61,F2,P190,2026-04-09,Low
758.13,0.84,0.43,31,0.14,1.027930945634096,4.340000000000001,0.635,3,0,1,0,15.06,F5,P98,2026-04-09,Low
372.16,0.84,0.43,49,0.08,1.021972089179175,3.92,0.635,3,0,1,1,6.609999999999999,F4,P138,2026-04-09,Medium
690.75,0.84,0.43,49,0.08,1.013602654998463,3.92,0.635,3,0,1,2,8.190000000000001,F4,P130,2026-04-09,High
473.58,0.84,0.43,49,0.08,1.0044103056453026,3.92,0.635,3,0,1,1,6.870000000000001,F4,P57,2026-04-09,Medium
490.0,0.84,0.43,30,0.17,1.0130529496595828,5.1000000000000005,0.635,3,0,1,1,8.98,F1,P174,2026-04-09,Medium
803.13,0.84,0.43,49,0.08,1.0005444173454212,3.92,0.635,3,0,1,2,16.39,F4,P167,2026-04-09,High
479.12,0.84,0.43,49,0.08,1.016326274932417,3.92,0.635,3,0,1,2,9.93,F4,P194,2026-04-09,High
443.02,0.84,0.43,43,0.15,1.0228131352272414,6.45,0.635,3,0,1,0,8.13,F3,P21,2026-04-09,Low
94.01,0.84,0.43,31,0.14,1.0203845902710391,4.340000000000001,0.635,3,0,1,2,1.95,F5,P4,2026-04-09,High
268.72,0.84,0.43,31,0.14,1.0078653966729143,4.340000000000001,0.635,3,0,1,0,3.4799999999999995,F5,P107,2026-04-09,Low
586.95,0.84,0.43,43,0.15,0.9986964872226936,6.45,0.635,3,0,1,1,11.750000000000002,F3,P122,2026-04-09,Medium
280.71,0.84,0.43,42,0.06,1.011132344229485,2.52,0.635,3,0,1,1,5.84,F2,P181,2026-04-09,Medium
339.52,0.84,0.43,42,0.06,1.008322391534809,2.52,0.635,3,0,1,2,6.279999999999999,F2,P54,2026-04-09,High
671.93,0.84,0.43,31,0.14,0.9991556623177612,4.340000000000001,0.635,3,0,1,1,12.349999999999998,F5,P121,2026-04-09,Medium
418.08,0.84,0.43,30,0.17,1.028176960058516,5.1000000000000005,0.635,3,0,1,1,8.100000000000001,F1,P45,2026-04-09,Medium
585.97,0.84,0.43,31,0.14,1.0194125975254618,4.340000000000001,0.635,3,0,1,2,11.159999999999998,F5,P47,2026-04-09,High
415.07,0.84,0.43,30,0.17,1.0027038110274686,5.1000000000000005,0.635,3,0,1,0,6.01,F1,P74,2026-04-09,Low
653.13,0.84,0.43,31,0.14,1.0251733306046154,4.340000000000001,0.635,3,0,1,1,8.540000000000003,F5,P81,2026-04-09,Medium
293.09,0.84,0.43,30,0.17,0.999311426925406,5.1000000000000005,0.635,3,0,1,2,5.34,F1,P132,2026-04-09,High
484.75,0.84,0.43,31,0.14,1.0222880334551343,4.340000000000001,0.635,3,0,1,0,7.840000000000002,F5,P40,2026-04-09,Low
754.79,0.84,0.43,31,0.14,1.0064944497084134,4.340000000000001,0.635,3,0,1,0,17.169999999999998,F5,P9,2026-04-09,Low
481.14,0.84,0.43,49,0.08,1.018891113219611,3.92,0.635,3,0,1,1,9.390000000000002,F4,P181,2026-04-09,Medium
737.17,0.84,0.43,30,0.17,1.0323904112214972,5.1000000000000005,0.635,3,0,1,2,10.87,F1,P52,2026-04-09,High
425.4,0.84,0.43,42,0.06,1.0300223590686344,2.52,0.635,3,0,1,0,5.639999999999999,F2,P10,2026-04-09,Low
723.75,0.84,0.43,31,0.14,1.0258223920943874,4.340000000000001,0.635,3,0,1,2,16.09,F5,P64,2026-04-09,High
245.2,0.84,0.43,42,0.06,1.025199145905967,2.52,0.635,3,0,1,1,5.39,F2,P134,2026-04-09,Medium
340.15,0.84,0.43,31,0.14,1.002900035112008,4.340000000000001,0.635,3,0,1,1,5.93,F5,P139,2026-04-09,Medium
184.66,0.84,0.43,43,0.15,1.036274666355962,6.45,0.635,3,0,1,2,4.319999999999999,F3,P15,2026-04-09,High
477.39,0.84,0.43,43,0.15,0.9985803545856408,6.45,0.635,3,0,1,1,11.12,F3,P115,2026-04-09,Medium
491.17,0.22,0.4,49,0.08,1.0104506585300816,3.92,0.31,4,0,1,0,2.7700000000000014,F4,P119,2026-04-10,Low
660.82,0.22,0.4,31,0.14,1.02775347217361,4.340000000000001,0.31,4,0,1,0,3.809999999999999,F5,P53,2026-04-10,Low
788.05,0.22,0.4,31,0.14,1.0265665110036115,4.340000000000001,0.31,4,0,1,0,4.07,F5,P116,2026-04-10,Low
733.63,0.22,0.4,31,0.14,1.0097091490988872,4.340000000000001,0.31,4,0,1,2,4.25,F5,P48,2026-04-10,High
164.65,0.22,0.4,42,0.06,1.0234703965714778,2.52,0.31,4,0,1,2,1.09,F2,P102,2026-04-10,High
393.38,0.22,0.4,42,0.06,1.0037892185250374,2.52,0.31,4,0,1,2,4.74,F2,P118,2026-04-10,High
456.91,0.22,0.4,49,0.08,1.0213942978625008,3.92,0.31,4,0,1,0,4.639999999999999,F4,P62,2026-04-10,Low
198.44,0.22,0.4,43,0.15,1.012205536499818,6.45,0.31,4,0,1,2,1.67,F3,P198,2026-04-10,High
451.6,0.22,0.4,30,0.17,1.0134279945517326,5.1000000000000005,0.31,4,0,1,0,3.180000000000001,F1,P133,2026-04-10,Low
253.88,0.22,0.4,49,0.08,1.019597182607719,3.92,0.31,4,0,1,0,3.290000000000001,F4,P85,2026-04-10,Low
502.6,0.22,0.4,43,0.15,1.0511579287088688,6.45,0.31,4,0,1,1,3.809999999999999,F3,P111,2026-04-10,Medium
271.5,0.22,0.4,42,0.06,1.013184501141683,2.52,0.31,4,0,1,1,2.749999999999999,F2,P123,2026-04-10,Medium
71.5,0.22,0.4,42,0.06,1.0147288053361057,2.52,0.31,4,0,1,1,0.8900000000000001,F2,P193,2026-04-10,Medium
770.82,0.22,0.4,49,0.08,0.9990735217875922,3.92,0.31,4,0,1,1,7.580000000000002,F4,P32,2026-04-10,Medium
397.84,0.22,0.4,49,0.08,1.0020222816938824,3.92,0.31,4,0,1,0,4.630000000000001,F4,P43,2026-04-10,Low
107.07,0.22,0.4,43,0.15,1.0376168776570456,6.45,0.31,4,0,1,2,1.3199999999999998,F3,P167,2026-04-10,High
667.07,0.22,0.4,31,0.14,1.0264535567224118,4.340000000000001,0.31,4,0,1,2,4.370000000000001,F5,P153,2026-04-10,High
308.18,0.22,0.4,42,0.06,0.9991998846505308,2.52,0.31,4,0,1,1,3.329999999999999,F2,P80,2026-04-10,Medium
582.14,0.22,0.4,49,0.08,1.023183580981159,3.92,0.31,4,0,1,2,7.890000000000001,F4,P4,2026-04-10,High
372.31,0.22,0.4,43,0.15,1.0334402889430965,6.45,0.31,4,0,1,0,4.16,F3,P104,2026-04-10,Low
451.45,0.22,0.4,42,0.06,1.0032174657686714,2.52,0.31,4,0,1,2,3.630000000000001,F2,P188,2026-04-10,High
304.85,0.22,0.4,49,0.08,1.0113221941856498,3.92,0.31,4,0,1,2,4.15,F4,P97,2026-04-10,High
797.36,0.22,0.4,49,0.08,1.0173859725178542,3.92,0.31,4,0,1,1,7.539999999999999,F4,P164,2026-04-10,Medium
56.93,0.22,0.4,31,0.14,0.9998517811791036,4.340000000000001,0.31,4,0,1,1,0.8000000000000003,F5,P59,2026-04-10,Medium
138.16,0.22,0.4,42,0.06,1.0024097701353143,2.52,0.31,4,0,1,0,1.6099999999999994,F2,P18,2026-04-10,Low
417.55,0.22,0.4,30,0.17,1.0313601790446003,5.1000000000000005,0.31,4,0,1,2,4.16,F1,P97,2026-04-10,High
571.14,0.22,0.4,49,0.08,1.016895538582024,3.92,0.31,4,0,1,0,3.0600000000000005,F4,P50,2026-04-10,Low
147.55,0.22,0.4,43,0.15,1.0510584579593252,6.45,0.31,4,0,1,0,0.8000000000000003,F3,P151,2026-04-10,Low
634.74,0.22,0.4,49,0.08,1.0234891996932234,3.92,0.31,4,0,1,2,6.9,F4,P161,2026-04-10,High
541.12,0.22,0.4,42,0.06,1.0155429858616905,2.52,0.31,4,0,1,0,6.619999999999999,F2,P26,2026-04-10,Low
757.12,0.22,0.4,31,0.14,1.0187838601371952,4.340000000000001,0.31,4,0,1,0,4.559999999999999,F5,P162,2026-04-10,Low
