factory_id,project_id,date,priority_level,distance_km,weather_index,traffic_index,base_production_per_week,production_variability,routing_complexity,supply_risk,external_severity,day_of_week,is_weekend,week_of_month,priority_encoded,delay_hours,predicted_delay_hours,risk_label,current_reward,reward_at_risk,best_action,reward_delta,new_pred_hours,recommendation,base_value,shap_distance_km,shap_weather_index,shap_traffic_index,shap_base_production_per_week,shap_production_variability,shap_routing_complexity,shap_supply_risk,shap_external_severity,shap_day_of_week,shap_is_weekend,shap_week_of_month,shap_priority_encoded,top_driver_1,top_driver_1_shap,top_driver_2,top_driver_2_shap,top_driver_3,top_driver_3_shap,top_mitigator,mitigator_shap,plain_explanation,dispatch_rank
F1,P142,2026-04-26,Medium,789.56,0.53,0.44,30,0.17,1.0303023667140028,5.1000000000000005,0.485,6,1,3,1,11.970000000000002,10.7,HIGH RISK,-21.92,21.92,reschedule,31.92,6.95,Reschedule to 2026-04-10 (severity 0.31) → pred 6.95h [Δ +31.9],7.697,4.75,-0.38,-0.439,-0.138,-0.042,-0.084,-0.01,-0.772,0.116,0.006,0.256,0.019,distance_km,4.75,week_of_month,0.256,day_of_week,0.116,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +4.75h | week_of_month: +0.26h | day_of_week: +0.12h | Helping: supply_risk: -0.01h,2
F3,P138,2026-04-26,Medium,780.84,0.53,0.44,43,0.15,1.0025013557311613,6.45,0.485,6,1,3,1,11.04,10.7,HIGH RISK,-21.92,21.92,reschedule,31.92,7.019,Reschedule to 2026-04-24 (severity 0.32) → pred 7.02h [Δ +31.9],7.697,4.648,-0.377,-0.447,-0.063,-0.044,-0.027,-0.015,-0.842,0.076,0.006,0.469,0.047,distance_km,4.648,week_of_month,0.469,day_of_week,0.076,supply_risk,-0.015,Base: 7.7h | Drivers: distance_km: +4.65h | week_of_month: +0.47h | day_of_week: +0.08h | Helping: supply_risk: -0.02h,3
F1,P31,2026-04-26,High,557.55,0.53,0.44,30,0.17,1.008411703553859,5.1000000000000005,0.485,6,1,3,2,4.860000000000001,7.56,HIGH RISK,-10.65,15.65,reschedule,25.65,5.378,Reschedule to 2026-04-10 (severity 0.31) → pred 5.38h [Δ +25.6],7.697,1.144,-0.406,-0.353,-0.208,-0.019,-0.002,-0.019,-0.595,0.031,0.002,0.441,-0.052,distance_km,1.144,week_of_month,0.441,day_of_week,0.031,routing_complexity,-0.002,Base: 7.7h | Drivers: distance_km: +1.14h | week_of_month: +0.44h | day_of_week: +0.03h | Helping: routing_complexity: -0.00h,24
F5,P12,2026-04-26,Medium,584.61,0.53,0.44,31,0.14,1.0135827591305242,4.340000000000001,0.485,6,1,3,1,7.220000000000001,7.91,HIGH RISK,-16.34,16.34,reschedule,26.34,5.513,Reschedule to 2026-04-10 (severity 0.31) → pred 5.51h [Δ +26.3],7.697,1.467,-0.427,-0.369,-0.201,-0.016,0.062,-0.019,-0.547,0.048,-0.0,0.436,-0.012,distance_km,1.467,week_of_month,0.436,routing_complexity,0.062,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +1.47h | week_of_month: +0.44h | routing_complexity: +0.06h | Helping: is_weekend: -0.00h,22
F4,P134,2026-04-26,Medium,342.16,0.53,0.44,49,0.08,0.998735610610455,3.92,0.485,6,1,3,1,4.819999999999999,5.59,low risk,10.0,10.0,none_needed,0.0,5.59,On-time — no action needed,7.697,-1.732,-0.307,-0.195,0.327,-0.008,0.178,-0.007,-0.399,0.018,-0.0,0.511,-0.018,week_of_month,0.511,base_production_per_week,0.327,routing_complexity,0.178,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.51h | base_production_per_week: +0.33h | routing_complexity: +0.18h | Helping: is_weekend: -0.00h,29
F1,P176,2026-04-26,Medium,619.17,0.53,0.44,30,0.17,1.028393618405009,5.1000000000000005,0.485,6,1,3,1,9.329999999999998,8.57,HIGH RISK,-17.66,17.66,reschedule,27.66,5.749,Reschedule to 2026-04-10 (severity 0.31) → pred 5.75h [Δ +27.7],7.697,2.154,-0.433,-0.375,-0.202,-0.017,0.003,-0.01,-0.429,0.073,-0.0,0.333,-0.02,distance_km,2.154,week_of_month,0.333,day_of_week,0.073,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.15h | week_of_month: +0.33h | day_of_week: +0.07h | Helping: is_weekend: -0.00h,19
F4,P168,2026-04-26,Medium,430.2,0.53,0.44,49,0.08,0.9984345153391744,3.92,0.485,6,1,3,1,8.03,6.72,low risk,10.0,10.0,none_needed,0.0,6.72,On-time — no action needed,7.697,-0.343,-0.348,-0.329,0.327,0.009,0.137,-0.007,-0.428,0.024,-0.0,0.511,-0.021,week_of_month,0.511,base_production_per_week,0.327,routing_complexity,0.137,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.51h | base_production_per_week: +0.33h | routing_complexity: +0.14h | Helping: is_weekend: -0.00h,30
F3,P148,2026-04-26,Low,659.95,0.53,0.44,43,0.15,1.0112323814790125,6.45,0.485,6,1,3,0,7.23,8.83,HIGH RISK,-18.19,18.19,reschedule,28.19,5.928,Reschedule to 2026-04-20 (severity 0.33) → pred 5.93h [Δ +28.2],7.697,2.604,-0.451,-0.457,-0.065,-0.016,0.081,-0.017,-0.514,0.041,-0.0,0.463,0.09,distance_km,2.604,week_of_month,0.463,priority_encoded,0.09,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.60h | week_of_month: +0.46h | priority_encoded: +0.09h | Helping: is_weekend: -0.00h,14
F5,P45,2026-04-26,Medium,490.92,0.53,0.44,31,0.14,1.0127892345715317,4.340000000000001,0.485,6,1,3,1,4.170000000000002,6.74,low risk,10.0,10.0,none_needed,0.0,6.74,On-time — no action needed,7.697,0.332,-0.346,-0.345,-0.186,-0.019,0.047,-0.007,-0.602,0.02,-0.0,0.437,-0.012,week_of_month,0.437,distance_km,0.332,routing_complexity,0.047,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.44h | distance_km: +0.33h | routing_complexity: +0.05h | Helping: is_weekend: -0.00h,31
F1,P113,2026-04-26,Medium,103.33,0.53,0.44,30,0.17,1.0090488795976391,5.1000000000000005,0.485,6,1,3,1,1.92,2.05,low risk,10.0,10.0,none_needed,0.0,2.05,On-time — no action needed,7.697,-5.106,-0.169,-0.125,-0.204,-0.039,-0.012,-0.007,-0.34,0.013,-0.0,0.396,-0.017,week_of_month,0.396,day_of_week,0.013,is_weekend,-0.0,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.40h | day_of_week: +0.01h | Helping: is_weekend: -0.00h,32
F4,P49,2026-04-26,High,587.23,0.53,0.44,49,0.08,1.0224940234206314,3.92,0.485,6,1,3,2,10.61,8.44,HIGH RISK,-12.41,17.41,reschedule,27.41,5.796,Reschedule to 2026-04-20 (severity 0.33) → pred 5.80h [Δ +27.4],7.697,1.507,-0.43,-0.38,0.325,0.0,-0.098,-0.01,-0.39,0.047,0.002,0.336,-0.048,distance_km,1.507,week_of_month,0.336,base_production_per_week,0.325,supply_risk,-0.01,Base: 7.7h | Drivers: distance_km: +1.51h | week_of_month: +0.34h | base_production_per_week: +0.32h | Helping: supply_risk: -0.01h,20
F5,P129,2026-04-26,Medium,181.57,0.53,0.44,31,0.14,1.018178223731295,4.340000000000001,0.485,6,1,3,1,2.12,3.0,low risk,10.0,10.0,none_needed,0.0,3.0,On-time — no action needed,7.697,-4.137,-0.17,-0.14,-0.106,-0.039,-0.115,-0.007,-0.268,0.012,-0.0,0.295,-0.01,week_of_month,0.295,day_of_week,0.012,is_weekend,-0.0,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.29h | day_of_week: +0.01h | Helping: is_weekend: -0.00h,33
F3,P10,2026-04-26,Low,672.5,0.53,0.44,43,0.15,1.0249167238071548,6.45,0.485,6,1,3,0,9.240000000000002,8.83,HIGH RISK,-18.19,18.19,reschedule,28.19,6.145,Reschedule to 2026-04-20 (severity 0.33) → pred 6.14h [Δ +28.2],7.697,2.728,-0.464,-0.47,-0.097,-0.016,-0.082,-0.008,-0.541,0.041,-0.0,0.253,0.089,distance_km,2.728,week_of_month,0.253,priority_encoded,0.089,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.73h | week_of_month: +0.25h | priority_encoded: +0.09h | Helping: is_weekend: -0.00h,15
F3,P35,2026-04-26,Medium,178.04,0.53,0.44,43,0.15,0.9983689827314626,6.45,0.485,6,1,3,1,3.26,3.1,low risk,10.0,10.0,none_needed,0.0,3.1,On-time — no action needed,7.697,-4.074,-0.173,-0.154,-0.059,-0.028,0.163,-0.004,-0.331,0.017,-0.0,0.511,-0.019,week_of_month,0.511,routing_complexity,0.163,day_of_week,0.017,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.51h | routing_complexity: +0.16h | day_of_week: +0.02h | Helping: is_weekend: -0.00h,34
F3,P168,2026-04-26,Medium,299.38,0.53,0.44,43,0.15,1.0010353559517262,6.45,0.485,6,1,3,1,2.7,4.36,low risk,10.0,10.0,none_needed,0.0,4.36,On-time — no action needed,7.697,-2.581,-0.206,-0.198,-0.059,-0.041,0.032,-0.004,-0.441,0.017,-0.0,0.502,-0.019,week_of_month,0.502,routing_complexity,0.032,day_of_week,0.017,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.50h | routing_complexity: +0.03h | day_of_week: +0.02h | Helping: is_weekend: -0.00h,35
F1,P155,2026-04-26,Low,521.67,0.53,0.44,30,0.17,1.0293101314020523,5.1000000000000005,0.485,6,1,3,0,8.780000000000001,7.41,HIGH RISK,-15.35,15.35,reschedule,25.35,5.379,Reschedule to 2026-04-10 (severity 0.31) → pred 5.38h [Δ +25.4],7.697,1.025,-0.413,-0.393,-0.128,-0.02,-0.165,0.002,-0.543,0.029,-0.0,0.328,0.072,distance_km,1.025,week_of_month,0.328,priority_encoded,0.072,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +1.02h | week_of_month: +0.33h | priority_encoded: +0.07h | Helping: is_weekend: -0.00h,26
F2,P154,2026-04-26,Medium,72.89,0.53,0.44,42,0.06,1.031445874658506,2.52,0.485,6,1,3,1,0.8200000000000001,1.64,low risk,10.0,10.0,none_needed,0.0,1.64,On-time — no action needed,7.697,-5.666,-0.141,-0.145,-0.088,0.061,-0.141,-0.008,-0.182,0.013,-0.0,0.275,-0.008,week_of_month,0.275,production_variability,0.061,day_of_week,0.013,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.27h | production_variability: +0.06h | day_of_week: +0.01h | Helping: is_weekend: -0.00h,36
F1,P180,2026-04-26,High,239.16,0.53,0.44,30,0.17,1.03361563538367,5.1000000000000005,0.485,6,1,3,2,3.719999999999999,3.82,low risk,15.0,20.0,none_needed,0.0,3.82,On-time — no action needed,7.697,-3.252,-0.202,-0.177,-0.036,-0.038,0.173,0.001,-0.305,0.013,0.002,0.289,-0.032,week_of_month,0.289,routing_complexity,0.173,day_of_week,0.013,priority_encoded,-0.032,Base: 7.7h | Drivers: week_of_month: +0.29h | routing_complexity: +0.17h | day_of_week: +0.01h | Helping: priority_encoded: -0.03h,7
F2,P151,2026-04-26,Low,282.72,0.53,0.44,42,0.06,0.9982395003312766,2.52,0.485,6,1,3,0,3.1,4.44,low risk,10.0,10.0,none_needed,0.0,4.44,On-time — no action needed,7.697,-2.633,-0.202,-0.212,-0.175,0.035,-0.125,0.027,-0.361,-0.016,-0.0,0.385,0.077,week_of_month,0.385,priority_encoded,0.077,production_variability,0.035,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.39h | priority_encoded: +0.08h | production_variability: +0.04h | Helping: is_weekend: -0.00h,37
F4,P57,2026-04-26,Medium,473.58,0.53,0.44,49,0.08,1.0044103056453026,3.92,0.485,6,1,3,1,7.879999999999999,7.13,low risk,10.0,10.0,none_needed,0.0,7.13,On-time — no action needed,7.697,0.158,-0.355,-0.336,0.329,0.006,-0.083,-0.007,-0.506,0.024,-0.0,0.502,-0.016,week_of_month,0.502,base_production_per_week,0.329,distance_km,0.158,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.33h | distance_km: +0.16h | Helping: is_weekend: -0.00h,38
F4,P93,2026-04-26,Medium,782.77,0.53,0.44,49,0.08,0.9984408516653868,3.92,0.485,6,1,3,1,12.37,11.23,HIGH RISK,-22.99,22.99,reschedule,32.99,7.22,Reschedule to 2026-04-24 (severity 0.32) → pred 7.22h [Δ +33.0],7.697,4.651,-0.375,-0.441,0.323,0.019,0.044,-0.019,-0.71,0.076,0.006,0.471,0.056,distance_km,4.651,week_of_month,0.471,base_production_per_week,0.323,supply_risk,-0.019,Base: 7.7h | Drivers: distance_km: +4.65h | week_of_month: +0.47h | base_production_per_week: +0.32h | Helping: supply_risk: -0.02h,1
F4,P83,2026-04-26,High,209.96,0.53,0.44,49,0.08,1.0134751414156868,3.92,0.485,6,1,3,2,3.92,4.07,low risk,15.0,20.0,none_needed,0.0,4.07,On-time — no action needed,7.697,-3.586,-0.175,-0.129,0.325,-0.022,0.066,-0.007,-0.191,0.013,0.002,0.502,-0.046,week_of_month,0.502,base_production_per_week,0.325,routing_complexity,0.066,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.33h | routing_complexity: +0.07h | Helping: supply_risk: -0.01h,8
F4,P47,2026-04-26,High,482.3,0.53,0.44,49,0.08,0.9983174749674986,3.92,0.485,6,1,3,2,7.08,7.28,HIGH RISK,-10.08,15.08,reschedule,25.08,5.174,Reschedule to 2026-04-20 (severity 0.33) → pred 5.17h [Δ +25.1],7.697,0.386,-0.347,-0.343,0.326,0.0,0.036,-0.007,-0.488,-0.007,0.002,0.556,-0.06,week_of_month,0.556,distance_km,0.386,base_production_per_week,0.326,day_of_week,-0.007,Base: 7.7h | Drivers: week_of_month: +0.56h | distance_km: +0.39h | base_production_per_week: +0.33h | Helping: day_of_week: -0.01h,27
F1,P6,2026-04-26,Medium,690.54,0.53,0.44,30,0.17,1.0162133382080851,5.1000000000000005,0.485,6,1,3,1,12.63,9.17,HIGH RISK,-18.86,18.86,reschedule,28.86,6.263,Reschedule to 2026-04-10 (severity 0.31) → pred 6.26h [Δ +28.9],7.697,3.15,-0.451,-0.475,-0.14,-0.016,-0.121,-0.019,-0.669,0.047,-0.0,0.266,-0.034,distance_km,3.15,week_of_month,0.266,day_of_week,0.047,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +3.15h | week_of_month: +0.27h | day_of_week: +0.05h | Helping: is_weekend: -0.00h,12
F3,P62,2026-04-26,Low,628.13,0.53,0.44,43,0.15,1.0085701208776523,6.45,0.485,6,1,3,0,8.16,8.83,HIGH RISK,-18.19,18.19,reschedule,28.19,5.928,Reschedule to 2026-04-20 (severity 0.33) → pred 5.93h [Δ +28.2],7.697,2.536,-0.46,-0.384,-0.031,-0.017,0.043,-0.017,-0.521,0.078,-0.0,0.54,0.057,distance_km,2.536,week_of_month,0.54,day_of_week,0.078,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.54h | week_of_month: +0.54h | day_of_week: +0.08h | Helping: is_weekend: -0.00h,16
F3,P46,2026-04-26,Low,662.44,0.53,0.44,43,0.15,1.0066650555171088,6.45,0.485,6,1,3,0,8.0,8.83,HIGH RISK,-18.19,18.19,reschedule,28.19,5.928,Reschedule to 2026-04-20 (severity 0.33) → pred 5.93h [Δ +28.2],7.697,2.683,-0.436,-0.457,-0.065,-0.016,0.166,-0.017,-0.596,0.052,-0.0,0.463,0.102,distance_km,2.683,week_of_month,0.463,routing_complexity,0.166,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.68h | week_of_month: +0.46h | routing_complexity: +0.17h | Helping: is_weekend: -0.00h,17
F4,P71,2026-04-26,Medium,508.85,0.53,0.44,49,0.08,1.018556814136197,3.92,0.485,6,1,3,1,8.799999999999999,7.95,HIGH RISK,-16.42,16.42,reschedule,26.42,5.621,Reschedule to 2026-04-20 (severity 0.33) → pred 5.62h [Δ +26.4],7.697,1.069,-0.419,-0.389,0.296,-0.002,-0.175,-0.007,-0.405,0.02,-0.0,0.336,-0.011,distance_km,1.069,week_of_month,0.336,base_production_per_week,0.296,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +1.07h | week_of_month: +0.34h | base_production_per_week: +0.30h | Helping: is_weekend: -0.00h,21
F3,P170,2026-04-26,High,246.24,0.53,0.44,43,0.15,1.052237044344853,6.45,0.485,6,1,3,2,4.459999999999999,3.89,low risk,15.0,20.0,none_needed,0.0,3.89,On-time — no action needed,7.697,-3.123,-0.189,-0.205,-0.122,-0.039,-0.184,0.005,-0.28,0.013,0.002,0.282,-0.04,week_of_month,0.282,day_of_week,0.013,supply_risk,0.005,production_variability,-0.039,Base: 7.7h | Drivers: week_of_month: +0.28h | day_of_week: +0.01h | supply_risk: +0.00h | Helping: production_variability: -0.04h,9
F4,P23,2026-04-26,High,445.64,0.53,0.44,49,0.08,1.0005039419924373,3.92,0.485,6,1,3,2,7.359999999999999,6.72,low risk,15.0,20.0,none_needed,0.0,6.72,On-time — no action needed,7.697,-0.285,-0.357,-0.327,0.326,0.006,0.037,-0.007,-0.429,0.024,0.002,0.502,-0.06,week_of_month,0.502,base_production_per_week,0.326,routing_complexity,0.037,supply_risk,-0.007,Base: 7.7h | Drivers: week_of_month: +0.50h | base_production_per_week: +0.33h | routing_complexity: +0.04h | Helping: supply_risk: -0.01h,10
F5,P97,2026-04-26,High,289.92,0.53,0.44,31,0.14,1.0240871525793456,4.340000000000001,0.485,6,1,3,2,3.52,4.34,low risk,15.0,20.0,none_needed,0.0,4.34,On-time — no action needed,7.697,-2.59,-0.213,-0.205,-0.105,-0.039,-0.037,0.001,-0.384,0.012,0.002,0.295,-0.042,week_of_month,0.295,day_of_week,0.012,is_weekend,0.002,routing_complexity,-0.037,Base: 7.7h | Drivers: week_of_month: +0.29h | day_of_week: +0.01h | is_weekend: +0.00h | Helping: routing_complexity: -0.04h,11
F5,P59,2026-04-26,Medium,56.93,0.53,0.44,31,0.14,0.9998517811791036,4.340000000000001,0.485,6,1,3,1,0.8999999999999999,1.31,low risk,10.0,10.0,none_needed,0.0,1.31,On-time — no action needed,7.697,-5.993,-0.145,-0.109,-0.188,-0.03,0.073,-0.007,-0.324,0.017,-0.0,0.402,-0.02,week_of_month,0.402,routing_complexity,0.073,day_of_week,0.017,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.40h | routing_complexity: +0.07h | day_of_week: +0.02h | Helping: is_weekend: -0.00h,39
F3,P192,2026-04-26,Low,591.84,0.53,0.44,43,0.15,1.0027925230784238,6.45,0.485,6,1,3,0,8.829999999999998,7.91,HIGH RISK,-16.34,16.34,reschedule,26.34,5.554,Reschedule to 2026-04-20 (severity 0.33) → pred 5.55h [Δ +26.3],7.697,1.451,-0.429,-0.371,-0.031,-0.018,0.044,-0.017,-0.568,0.045,-0.0,0.54,0.083,distance_km,1.451,week_of_month,0.54,priority_encoded,0.083,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +1.45h | week_of_month: +0.54h | priority_encoded: +0.08h | Helping: is_weekend: -0.00h,23
F1,P62,2026-04-26,Low,634.12,0.53,0.44,30,0.17,1.0302078776590589,5.1000000000000005,0.485,6,1,3,0,5.619999999999999,8.83,HIGH RISK,-18.19,18.19,reschedule,28.19,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +28.2],7.697,2.891,-0.463,-0.456,-0.123,0.005,-0.126,-0.01,-0.468,0.056,-0.0,0.25,0.105,distance_km,2.891,week_of_month,0.25,priority_encoded,0.105,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +2.89h | week_of_month: +0.25h | priority_encoded: +0.10h | Helping: is_weekend: -0.00h,18
F3,P50,2026-04-26,Low,497.79,0.53,0.44,43,0.15,1.0195317526342211,6.45,0.485,6,1,3,0,7.470000000000001,6.74,low risk,10.0,10.0,none_needed,0.0,6.74,On-time — no action needed,7.697,0.307,-0.356,-0.36,-0.095,-0.02,0.149,-0.004,-0.58,0.014,-0.0,0.33,0.056,week_of_month,0.33,distance_km,0.307,routing_complexity,0.149,is_weekend,-0.0,Base: 7.7h | Drivers: week_of_month: +0.33h | distance_km: +0.31h | routing_complexity: +0.15h | Helping: is_weekend: -0.00h,40
F2,P161,2026-04-26,High,533.86,0.53,0.44,42,0.06,1.0159865093580551,2.52,0.485,6,1,3,2,10.14,7.56,HIGH RISK,-10.65,15.65,reschedule,25.65,5.468,Reschedule to 2026-04-10 (severity 0.31) → pred 5.47h [Δ +25.6],7.697,1.228,-0.383,-0.386,-0.092,0.036,0.017,0.027,-0.425,0.02,0.002,0.329,-0.049,distance_km,1.228,week_of_month,0.329,production_variability,0.036,priority_encoded,-0.049,Base: 7.7h | Drivers: distance_km: +1.23h | week_of_month: +0.33h | production_variability: +0.04h | Helping: priority_encoded: -0.05h,25
F3,P41,2026-04-26,Low,685.91,0.53,0.44,43,0.15,0.9999248024411226,6.45,0.485,6,1,3,0,12.53,9.17,HIGH RISK,-18.86,18.86,reschedule,28.86,6.262,Reschedule to 2026-04-20 (severity 0.33) → pred 6.26h [Δ +28.9],7.697,3.097,-0.447,-0.495,-0.065,-0.015,0.019,-0.017,-0.729,0.045,-0.0,0.465,0.116,distance_km,3.097,week_of_month,0.465,priority_encoded,0.116,is_weekend,-0.0,Base: 7.7h | Drivers: distance_km: +3.10h | week_of_month: +0.47h | priority_encoded: +0.12h | Helping: is_weekend: -0.00h,13
F1,P18,2026-04-27,Low,497.84,0.8,0.98,30,0.17,1.034237806414092,5.1000000000000005,0.89,0,0,3,0,13.720000000000002,11.5,HIGH RISK,-23.53,23.53,reschedule,33.53,4.974,Reschedule to 2026-04-10 (severity 0.31) → pred 4.97h [Δ +33.5],7.697,0.588,0.305,0.76,-0.066,0.016,0.074,0.021,2.508,0.022,0.001,0.285,0.043,external_severity,2.508,traffic_index,0.76,distance_km,0.588,base_production_per_week,-0.066,Base: 7.7h | Drivers: external_severity: +2.51h | traffic_index: +0.76h | distance_km: +0.59h | Helping: base_production_per_week: -0.07h,15
F5,P66,2026-04-27,Low,243.42,0.8,0.98,31,0.14,1.0076315143574828,4.340000000000001,0.89,0,0,3,0,7.25,5.44,low risk,10.0,10.0,none_needed,0.0,5.44,On-time — no action needed,7.697,-4.693,0.144,0.574,-0.111,-0.012,-0.065,0.008,1.81,-0.029,0.001,0.467,0.053,external_severity,1.81,traffic_index,0.574,week_of_month,0.467,production_variability,-0.012,Base: 7.7h | Drivers: external_severity: +1.81h | traffic_index: +0.57h | week_of_month: +0.47h | Helping: production_variability: -0.01h,26
F2,P183,2026-04-27,High,488.53,0.8,0.98,42,0.06,1.0290597791630842,2.52,0.89,0,0,3,2,10.57,11.07,HIGH RISK,-17.67,22.67,reschedule,32.67,5.022,Reschedule to 2026-04-10 (severity 0.31) → pred 5.02h [Δ +32.7],7.697,0.687,0.292,0.799,-0.04,-0.091,-0.14,-0.091,2.357,0.015,0.0,0.277,-0.047,external_severity,2.357,traffic_index,0.799,distance_km,0.687,base_production_per_week,-0.04,Base: 7.7h | Drivers: external_severity: +2.36h | traffic_index: +0.80h | distance_km: +0.69h | Helping: base_production_per_week: -0.04h,16
F4,P102,2026-04-27,High,695.22,0.8,0.98,49,0.08,1.0079826211394136,3.92,0.89,0,0,3,2,15.419999999999998,16.28,HIGH RISK,-28.08,33.08,reschedule,43.08,6.463,Reschedule to 2026-04-20 (severity 0.33) → pred 6.46h [Δ +43.1],7.697,4.664,0.53,0.937,0.179,0.025,-0.047,0.016,2.82,-0.058,0.0,0.55,-0.063,distance_km,4.664,external_severity,2.82,traffic_index,0.937,routing_complexity,-0.047,Base: 7.7h | Drivers: distance_km: +4.66h | external_severity: +2.82h | traffic_index: +0.94h | Helping: routing_complexity: -0.05h,8
F4,P198,2026-04-27,High,590.5,0.8,0.98,49,0.08,1.0026212431385568,3.92,0.89,0,0,3,2,14.39,13.43,HIGH RISK,-22.38,27.38,reschedule,37.38,5.755,Reschedule to 2026-04-20 (severity 0.33) → pred 5.75h [Δ +37.4],7.697,2.129,0.501,0.767,0.213,0.025,0.003,0.016,2.582,-0.029,0.0,0.627,-0.06,external_severity,2.582,distance_km,2.129,traffic_index,0.767,day_of_week,-0.029,Base: 7.7h | Drivers: external_severity: +2.58h | distance_km: +2.13h | traffic_index: +0.77h | Helping: day_of_week: -0.03h,12
F2,P83,2026-04-27,High,354.66,0.8,0.98,42,0.06,1.0002315319299653,2.52,0.89,0,0,3,2,8.340000000000002,8.19,HIGH RISK,-11.9,16.9,reschedule,26.9,3.785,Reschedule to 2026-04-10 (severity 0.31) → pred 3.79h [Δ +26.9],7.697,-2.16,0.197,0.692,-0.162,-0.05,0.089,-0.031,2.069,0.016,0.0,0.472,-0.052,external_severity,2.069,traffic_index,0.692,week_of_month,0.472,supply_risk,-0.031,Base: 7.7h | Drivers: external_severity: +2.07h | traffic_index: +0.69h | week_of_month: +0.47h | Helping: supply_risk: -0.03h,24
F2,P4,2026-04-27,High,451.69,0.8,0.98,42,0.06,1.0157405214403126,2.52,0.89,0,0,3,2,8.830000000000002,10.06,HIGH RISK,-15.64,20.64,reschedule,30.64,4.6,Reschedule to 2026-04-10 (severity 0.31) → pred 4.60h [Δ +30.6],7.697,-0.206,0.26,0.706,-0.072,-0.125,-0.059,-0.031,2.277,0.026,0.0,0.242,-0.048,external_severity,2.277,traffic_index,0.706,weather_index,0.26,supply_risk,-0.031,Base: 7.7h | Drivers: external_severity: +2.28h | traffic_index: +0.71h | weather_index: +0.26h | Helping: supply_risk: -0.03h,19
F1,P190,2026-04-27,Low,653.87,0.8,0.98,30,0.17,1.0345655790621897,5.1000000000000005,0.89,0,0,3,0,15.489999999999998,14.46,HIGH RISK,-29.44,29.44,reschedule,39.44,6.104,Reschedule to 2026-04-10 (severity 0.31) → pred 6.10h [Δ +39.4],7.697,3.395,0.5,0.963,-0.061,0.02,-0.039,0.028,2.531,0.003,0.001,0.208,0.051,distance_km,3.395,external_severity,2.531,traffic_index,0.963,routing_complexity,-0.039,Base: 7.7h | Drivers: distance_km: +3.40h | external_severity: +2.53h | traffic_index: +0.96h | Helping: routing_complexity: -0.04h,11
F5,P41,2026-04-27,Low,235.84,0.8,0.98,31,0.14,1.0232465995815976,4.340000000000001,0.89,0,0,3,0,4.49,5.51,low risk,10.0,10.0,none_needed,0.0,5.51,On-time — no action needed,7.697,-4.688,0.126,0.651,-0.029,-0.012,-0.018,0.021,1.796,0.037,0.001,0.246,0.04,external_severity,1.796,traffic_index,0.651,week_of_month,0.246,production_variability,-0.012,Base: 7.7h | Drivers: external_severity: +1.80h | traffic_index: +0.65h | week_of_month: +0.25h | Helping: production_variability: -0.01h,27
F3,P26,2026-04-27,Low,810.98,0.8,0.98,43,0.15,1.0146623056989308,6.45,0.89,0,0,3,0,23.1,18.29,HIGH RISK,-37.11,37.11,factory_swap,47.11,3.923,Swap to F5 (dist 148km) → pred 3.92h [Δ +47.1],7.697,6.481,0.476,0.762,-0.062,-0.007,-0.141,0.018,3.187,-0.032,-0.001,0.192,0.182,distance_km,6.481,external_severity,3.187,traffic_index,0.762,is_weekend,-0.001,Base: 7.7h | Drivers: distance_km: +6.48h | external_severity: +3.19h | traffic_index: +0.76h | Helping: is_weekend: -0.00h,5
